region2	reg_region	type	tissue/cell	genes
1:48160001-48200000	1:48174506-48176030	prom	E068	NA
1:48160001-48200000	1:48174506-48176030	prom	E074	NA
10:125750000-125760000	10:125751122-125751211	prom	E054	ENSG00000213438
10:125750000-125760000	10:125751122-125751211	prom	E070	ENSG00000213438
10:125750000-125760000	10:125751232-125751320	prom	E054	ENSG00000213438
10:125750000-125760000	10:125751232-125751320	prom	E070	ENSG00000213438
10:125750000-125760000	10:125751366-125751406	prom	E054	ENSG00000213438
10:125750000-125760000	10:125751366-125751406	prom	E070	ENSG00000213438
10:126480000-126490000	10:126479606-126481391	prom	E053	ENSG00000203791
10:126480000-126490000	10:126479606-126481391	prom	E054	ENSG00000203791
10:126480000-126490000	10:126479606-126481391	prom	E067	ENSG00000203791
10:126480000-126490000	10:126479606-126481391	prom	E068	ENSG00000203791
10:126480000-126490000	10:126479606-126481391	prom	E069	ENSG00000203791
10:126480000-126490000	10:126479606-126481391	prom	E070	ENSG00000203791
10:126480000-126490000	10:126479606-126481391	prom	E071	ENSG00000203791
10:126480000-126490000	10:126479606-126481391	prom	E072	ENSG00000203791
10:126480000-126490000	10:126479606-126481391	prom	E073	ENSG00000203791
10:126480000-126490000	10:126479606-126481391	prom	E074	ENSG00000203791
10:126480000-126490000	10:126479606-126481391	prom	E081	ENSG00000203791
10:126480000-126490000	10:126479606-126481391	prom	E082	ENSG00000203791
10:126600000-126610000	10:126604646-126606895	prom	E053	NA
10:126600000-126610000	10:126604646-126606895	prom	E054	NA
10:126600000-126610000	10:126604646-126606895	prom	E067	NA
10:126600000-126610000	10:126604646-126606895	prom	E068	NA
10:126600000-126610000	10:126604646-126606895	prom	E069	NA
10:126600000-126610000	10:126604646-126606895	prom	E070	NA
10:126600000-126610000	10:126604646-126606895	prom	E071	NA
10:126600000-126610000	10:126604646-126606895	prom	E072	NA
10:126600000-126610000	10:126604646-126606895	prom	E073	NA
10:126600000-126610000	10:126604646-126606895	prom	E074	NA
10:126600000-126610000	10:126604646-126606895	prom	E082	NA
10:126850000-126860000	10:126846771-126851466	prom	E053	ENSG00000175029
10:126850000-126860000	10:126846771-126851466	prom	E054	ENSG00000175029
10:126850000-126860000	10:126846771-126851466	prom	E067	ENSG00000175029
10:126850000-126860000	10:126846771-126851466	prom	E068	ENSG00000175029
10:126850000-126860000	10:126846771-126851466	prom	E069	ENSG00000175029
10:126850000-126860000	10:126846771-126851466	prom	E070	ENSG00000175029
10:126850000-126860000	10:126846771-126851466	prom	E071	ENSG00000175029
10:126850000-126860000	10:126846771-126851466	prom	E072	ENSG00000175029
10:126850000-126860000	10:126846771-126851466	prom	E073	ENSG00000175029
10:126850000-126860000	10:126846771-126851466	prom	E074	ENSG00000175029
10:126850000-126860000	10:126846771-126851466	prom	E082	ENSG00000175029
10:127400000-127410000	10:127407092-127408984	prom	E053	ENSG00000224023:ENSG00000107938
10:127400000-127410000	10:127407092-127408984	prom	E054	ENSG00000224023:ENSG00000107938
10:127400000-127410000	10:127407092-127408984	prom	E067	ENSG00000224023:ENSG00000107938
10:127400000-127410000	10:127407092-127408984	prom	E068	ENSG00000224023:ENSG00000107938
10:127400000-127410000	10:127407092-127408984	prom	E069	ENSG00000224023:ENSG00000107938
10:127400000-127410000	10:127407092-127408984	prom	E070	ENSG00000224023:ENSG00000107938
10:127400000-127410000	10:127407092-127408984	prom	E071	ENSG00000224023:ENSG00000107938
10:127400000-127410000	10:127407092-127408984	prom	E072	ENSG00000224023:ENSG00000107938
10:127400000-127410000	10:127407092-127408984	prom	E073	ENSG00000224023:ENSG00000107938
10:127400000-127410000	10:127407092-127408984	prom	E074	ENSG00000224023:ENSG00000107938
10:127400000-127410000	10:127407092-127408984	prom	E081	ENSG00000224023:ENSG00000107938
10:127400000-127410000	10:127407092-127408984	prom	E082	ENSG00000224023:ENSG00000107938
10:127400000-127410000	10:127409021-127409074	prom	E053	NA
10:127400000-127410000	10:127409021-127409074	prom	E054	NA
10:127400000-127410000	10:127409021-127409074	prom	E067	NA
10:127400000-127410000	10:127409021-127409074	prom	E068	NA
10:127400000-127410000	10:127409021-127409074	prom	E069	NA
10:127400000-127410000	10:127409021-127409074	prom	E070	NA
10:127400000-127410000	10:127409021-127409074	prom	E071	NA
10:127400000-127410000	10:127409021-127409074	prom	E072	NA
10:127400000-127410000	10:127409021-127409074	prom	E073	NA
10:127400000-127410000	10:127409021-127409074	prom	E074	NA
10:127400000-127410000	10:127409021-127409074	prom	E081	NA
10:127400000-127410000	10:127409021-127409074	prom	E082	NA
12:4750000-4760000	12:4757129-4759152	prom	E053	ENSG00000111254:ENSG00000139180
12:4750000-4760000	12:4757129-4759152	prom	E054	ENSG00000111254:ENSG00000139180
12:4750000-4760000	12:4757129-4759152	prom	E067	ENSG00000111254:ENSG00000139180
12:4750000-4760000	12:4757129-4759152	prom	E068	ENSG00000111254:ENSG00000139180
12:4750000-4760000	12:4757129-4759152	prom	E069	ENSG00000111254:ENSG00000139180
12:4750000-4760000	12:4757129-4759152	prom	E070	ENSG00000111254:ENSG00000139180
12:4750000-4760000	12:4757129-4759152	prom	E071	ENSG00000111254:ENSG00000139180
12:4750000-4760000	12:4757129-4759152	prom	E072	ENSG00000111254:ENSG00000139180
12:4750000-4760000	12:4757129-4759152	prom	E073	ENSG00000111254:ENSG00000139180
12:4750000-4760000	12:4757129-4759152	prom	E074	ENSG00000111254:ENSG00000139180
12:4750000-4760000	12:4757129-4759152	prom	E081	ENSG00000111254:ENSG00000139180
12:4750000-4760000	12:4757129-4759152	prom	E082	ENSG00000111254:ENSG00000139180
12:5540000-5550000	12:5540518-5540715	prom	E054	NA
12:5540000-5550000	12:5540518-5540715	prom	E070	NA
12:5540000-5550000	12:5540518-5540715	prom	E072	NA
12:5540000-5550000	12:5540739-5543812	prom	E070	ENSG00000185652
12:5540000-5550000	12:5540739-5543812	prom	E072	ENSG00000185652
12:5540000-5550000	12:5540739-5543812	prom	E082	ENSG00000185652
12:6600000-6610000	12:6601884-6603969	prom	E053	ENSG00000111639:ENSG00000010292
12:6600000-6610000	12:6601884-6603969	prom	E054	ENSG00000111639:ENSG00000010292
12:6600000-6610000	12:6601884-6603969	prom	E067	ENSG00000111639:ENSG00000010292
12:6600000-6610000	12:6601884-6603969	prom	E068	ENSG00000111639:ENSG00000010292
12:6600000-6610000	12:6601884-6603969	prom	E069	ENSG00000111639:ENSG00000010292
12:6600000-6610000	12:6601884-6603969	prom	E070	ENSG00000111639:ENSG00000010292
12:6600000-6610000	12:6601884-6603969	prom	E071	ENSG00000111639:ENSG00000010292
12:6600000-6610000	12:6601884-6603969	prom	E072	ENSG00000111639:ENSG00000010292
12:6600000-6610000	12:6601884-6603969	prom	E073	ENSG00000111639:ENSG00000010292
12:6600000-6610000	12:6601884-6603969	prom	E074	ENSG00000111639:ENSG00000010292
12:6600000-6610000	12:6601884-6603969	prom	E081	ENSG00000111639:ENSG00000010292
12:6600000-6610000	12:6601884-6603969	prom	E082	ENSG00000111639:ENSG00000010292
14:58660000-58670000	14:58665836-58667855	prom	E053	ENSG00000131966
14:58660000-58670000	14:58665836-58667855	prom	E054	ENSG00000131966
14:58660000-58670000	14:58665836-58667855	prom	E067	ENSG00000131966
14:58660000-58670000	14:58665836-58667855	prom	E068	ENSG00000131966
14:58660000-58670000	14:58665836-58667855	prom	E069	ENSG00000131966
14:58660000-58670000	14:58665836-58667855	prom	E070	ENSG00000131966
14:58660000-58670000	14:58665836-58667855	prom	E071	ENSG00000131966
14:58660000-58670000	14:58665836-58667855	prom	E072	ENSG00000131966
14:58660000-58670000	14:58665836-58667855	prom	E073	ENSG00000131966
14:58660000-58670000	14:58665836-58667855	prom	E074	ENSG00000131966
14:58660000-58670000	14:58665836-58667855	prom	E081	ENSG00000131966
14:58660000-58670000	14:58665836-58667855	prom	E082	ENSG00000131966
14:58660000-58670000	14:58667911-58667961	prom	E053	NA
14:58660000-58670000	14:58667911-58667961	prom	E054	NA
14:58660000-58670000	14:58667911-58667961	prom	E068	NA
14:58660000-58670000	14:58667911-58667961	prom	E069	NA
14:58660000-58670000	14:58667911-58667961	prom	E070	NA
14:58660000-58670000	14:58667911-58667961	prom	E071	NA
14:58660000-58670000	14:58667911-58667961	prom	E072	NA
14:58660000-58670000	14:58667911-58667961	prom	E073	NA
14:58660000-58670000	14:58667911-58667961	prom	E081	NA
14:58660000-58670000	14:58667911-58667961	prom	E082	NA
14:58790000-58800000	14:58798725-58798775	prom	E053	NA
14:58790000-58800000	14:58798725-58798775	prom	E054	NA
14:58790000-58800000	14:58798725-58798775	prom	E067	NA
14:58790000-58800000	14:58798725-58798775	prom	E068	NA
14:58790000-58800000	14:58798725-58798775	prom	E069	NA
14:58790000-58800000	14:58798725-58798775	prom	E070	NA
14:58790000-58800000	14:58798725-58798775	prom	E071	NA
14:58790000-58800000	14:58798725-58798775	prom	E072	NA
14:58790000-58800000	14:58798725-58798775	prom	E073	NA
14:58790000-58800000	14:58798725-58798775	prom	E074	NA
14:58790000-58800000	14:58798725-58798775	prom	E081	NA
14:58790000-58800000	14:58798725-58798775	prom	E082	NA
14:58790000-58800000	14:58798850-58798955	prom	E053	NA
14:58790000-58800000	14:58798850-58798955	prom	E054	NA
14:58790000-58800000	14:58798850-58798955	prom	E067	NA
14:58790000-58800000	14:58798850-58798955	prom	E068	NA
14:58790000-58800000	14:58798850-58798955	prom	E069	NA
14:58790000-58800000	14:58798850-58798955	prom	E070	NA
14:58790000-58800000	14:58798850-58798955	prom	E071	NA
14:58790000-58800000	14:58798850-58798955	prom	E072	NA
14:58790000-58800000	14:58798850-58798955	prom	E073	NA
14:58790000-58800000	14:58798850-58798955	prom	E074	NA
14:58790000-58800000	14:58798850-58798955	prom	E081	NA
14:58790000-58800000	14:58798850-58798955	prom	E082	NA
14:58790000-58800000	14:58799013-58799063	prom	E053	NA
14:58790000-58800000	14:58799013-58799063	prom	E054	NA
14:58790000-58800000	14:58799013-58799063	prom	E067	NA
14:58790000-58800000	14:58799013-58799063	prom	E068	NA
14:58790000-58800000	14:58799013-58799063	prom	E069	NA
14:58790000-58800000	14:58799013-58799063	prom	E070	NA
14:58790000-58800000	14:58799013-58799063	prom	E071	NA
14:58790000-58800000	14:58799013-58799063	prom	E072	NA
14:58790000-58800000	14:58799013-58799063	prom	E073	NA
14:58790000-58800000	14:58799013-58799063	prom	E074	NA
14:58790000-58800000	14:58799013-58799063	prom	E081	NA
14:58790000-58800000	14:58799013-58799063	prom	E082	NA
14:58790000-58800000	14:58799119-58799163	prom	E053	NA
14:58790000-58800000	14:58799119-58799163	prom	E054	NA
14:58790000-58800000	14:58799119-58799163	prom	E067	NA
14:58790000-58800000	14:58799119-58799163	prom	E068	NA
14:58790000-58800000	14:58799119-58799163	prom	E069	NA
14:58790000-58800000	14:58799119-58799163	prom	E070	NA
14:58790000-58800000	14:58799119-58799163	prom	E071	NA
14:58790000-58800000	14:58799119-58799163	prom	E072	NA
14:58790000-58800000	14:58799119-58799163	prom	E073	NA
14:58790000-58800000	14:58799119-58799163	prom	E074	NA
14:58790000-58800000	14:58799119-58799163	prom	E081	NA
14:58790000-58800000	14:58799119-58799163	prom	E082	NA
14:58790000-58800000	14:58799265-58799443	prom	E053	NA
14:58790000-58800000	14:58799265-58799443	prom	E054	NA
