ensg	symbol	Adipose_Tissue	Adrenal_Gland	Bladder	Blood	Blood_Vessel	Brain	Breast	Cervix_Uteri	Colon	Esophagus	Fallopian_Tube	Heart	Kidney	Liver	Lung	Muscle	Nerve	Ovary	Pancreas	Pituitary	Prostate	Salivary_Gland	Skin	Small_Intestine	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina
ENSG00000078018	MAP2	-0.568984285852978	-1.42938805408487	-1.50918296011389	-2.69798212793577	1.08219103115041	2.42824203486475	-0.612245383952385	-0.818884810878255	-1.25681511315335	-0.405413332851891	-0.949967490369811	-1.55062942562159	-1.50217951337929	-2.03337231040202	0.954426127236709	-2.09978231655921	0.577431633757296	-0.277001467493398	-0.820284404952117	2.11912500553787	-0.431032145828692	-0.187332970690528	0.551573548465744	-1.67542099006734	-1.96093077996661	-1.24506549591094	-0.298584146268313	1.12583746555949	-1.07684520292872	-0.493954216440967
ENSG00000144406	UNC80	-0.761377809116673	0.568435155923872	-0.439270865963982	-0.774621624143932	-0.76549082054315	2.51985036878825	-0.744681666771908	-0.683986886033501	-0.44585058269061	-0.691720820388869	0.113618939595226	-0.738964699870143	-0.656246328695772	-0.766082860836329	-0.696383402603553	-0.776829983909808	-0.599160841355768	-0.14273401145325	-0.241704498270947	3.74918100492114	0.130670639819463	-0.594070230742766	-0.697599403861335	-0.598281169997771	-0.382027810796718	-0.413841736616715	2.32485980737815	-0.144948648082225	-0.605205892501084	-0.686188081751997
ENSG00000139549	DHH	0.266548271957269	-0.464186270652376	0.275730538297658	-0.831716153685224	0.0165051568578116	-0.556170862988478	0.266277543035023	0.0836333185456398	-0.22091520690337	-0.0188371369601025	0.144692219239539	-0.358340778326329	-0.544613916557509	-0.747946796767501	0.158865140583813	-0.7087354335348	4.5899122501135	-0.208579640137292	-0.764509493164455	0.0719408673957927	0.000338973754089865	-0.244122987774389	-0.429409134621855	-0.13163553907367	-0.346660987372546	-0.395113530294452	4.34085044168367	-0.036860610759652	0.233734383758178	0.0480865937490755
ENSG00000139636	LMBR1L	0.328697784988827	0.234131821224888	0.664122252512175	-0.290901624399885	0.470351424468108	-0.872798038746372	0.488109515297884	0.866556210739887	0.38858526916119	0.314736788714147	0.784088938401659	-1.01503452357463	-0.357963321939944	-1.18998202631647	0.655841950869328	-1.2820626519526	1.01466787895766	0.994271329570969	-1.32361325256777	1.04457988896538	0.758958309236964	-0.112591134260278	0.135785145794334	0.459044203421901	0.804937135437561	-0.45290749431003	1.09004701663167	0.728278784048119	0.9604707755935	0.600591296195398
ENSG00000123416	TUBA1B	0.0573122520972587	0.0244181886923009	0.0573628815339182	-0.00802076780711743	0.0573628815339182	0.0341101300486813	0.0573628815339182	0.0573628815339182	0.0573628815339182	0.0573451053099295	0.0573628815339182	-0.0629373121138497	-0.0812937187951238	-0.995811920413492	0.0570835330517485	-0.2849972970381	0.0573628815339182	0.0573628815339182	-0.618683599370208	0.0573628815339182	0.0421036707710864	0.0560626388924215	0.055750370707351	0.0544152697115341	0.0573628815339182	0.0368475181877892	0.0570988962689198	0.0563123234838119	0.0573628815339182	0.0573628815339182
ENSG00000167552	TUBA1A	0.230316261915747	0.176403013101142	0.221167778507011	-0.0695542113026125	0.250225060824975	0.249852567317762	0.227138054162007	0.227760665579718	0.142851867048627	0.152373063985206	0.250704493137096	0.0155139722991629	-0.535282359056255	-2.69371512757465	0.245707371678125	-2.03816705114281	0.250704493137096	0.250704493137096	-1.30389679164231	0.250704493137096	0.216111334320962	0.029086320340605	0.232943948553487	0.0842650224931435	0.21789304345588	-0.238688210807451	0.235381532106665	-0.0289787750944452	0.250704493137096	0.202044728080958
ENSG00000167553	TUBA1C	0.536562155210778	0.0723583526065067	0.557249816317927	-0.534982947443812	0.991423883342762	-1.89435738585704	0.26604135972603	-0.153944649377688	0.408280378143017	0.95447093123729	0.143737876657876	-0.895119854686976	0.101159988506224	-1.05719171895273	0.717438821398675	-0.969948989584667	0.206717360194768	0.0919341090007497	-1.11237265566446	-1.00188162619826	-0.103876776285357	1.11512990960343	1.52266093138836	0.738831596293945	-0.171781342592205	0.548021796277759	-0.414282918786227	0.458775590782987	0.244088537874915	1.05781285321092
ENSG00000140297	GCNT3	-0.444348350717667	-0.0344418159982881	-0.121907351884879	-0.303026729668447	-0.457924747213734	-0.44341841728531	-0.399788695937087	0.506073312347925	1.47929846010982	0.673057755732681	0.242853934278106	-0.446601294712031	1.10849769537951	-0.325914337342604	-0.152018345023733	-0.471195539722153	-0.433818159858707	-0.296822747655057	0.0404926423341547	-0.350241978811504	0.284592320431926	4.16707744360352	-0.351362865603879	2.80356233493325	-0.350295802075195	1.04644439278301	1.36335794231789	0.202086105777209	-0.343910453137178	2.50717670322698
ENSG00000140307	GTF2A2	0.201756113700656	0.010404860436528	0.30687507262866	-0.619192554483316	0.539539877615713	-0.356419920859023	0.226414576661356	0.575571172754205	0.288873273870485	0.219018819154835	0.51319674879637	-0.568478081450439	-0.230780952991357	-1.23524127295506	0.140921862216739	-0.274501212988474	0.451998919015486	0.551108440467679	-1.50838663880012	0.610940492116539	0.346591462755654	0.111115078651305	0.00427240761631915	-0.00296286794371479	0.0637014937503708	-0.260492571060919	0.917385308967459	0.331172450084546	0.529345905044975	0.641331875220455
ENSG00000140299	BNIP2	0.745942184834536	-0.354165257299366	0.55629632699568	-0.134962412724874	0.930034870560034	-1.23947895300235	0.725009954619409	0.640286993166356	0.313205233665605	0.30829628235813	0.697380860708342	-0.807794926576882	-0.917877237173736	-0.788970404015212	0.830091753413692	-0.367914999869446	0.733191074221646	0.382452910302156	-1.39759486828658	-0.383723062999868	0.231129203816686	0.139288973236161	0.305445687334816	0.28345363038899	0.478254099847152	-0.28607825245443	-0.273662311828781	0.481244530343028	0.805474530034273	0.562149399680862
