ensg	symbol	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV-transformed_lymphocytes	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Kidney_Medulla	Liver	Lung	Minor_Salivary_Gland	Muscle_Skeletal	Nerve_Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole_Blood
ENSG00000198369	SPRED2	1.06620407263838	1.09143205078179	-0.569402078887713	1.02408053640234	0.574506289799913	0.659998235685435	0.280787095459437	-0.411593994323141	0.162256602590041	-0.629032675225223	0.21917139419961	0.35633834896875	0.269364863401791	0.516915560844681	-0.591321245357262	-0.533798766762872	-0.603215080034824	-0.877876371596065	-0.78337711848201	-0.697403766738166	1.09649979090081	1.12760814381074	-1.49114858046173	0.625380896160359	0.821303959110236	-0.034724998593465	0.0387563737857539	0.18865612084158	-0.275508602379352	0.137289248987847	0.722064590383627	-0.531123928010769	-1.08786686251531	-0.402415101994964	-0.0333807290488849	-0.738625953532907	1.02911267531259	0.35065201363944	-1.37797515603758	1.25002078299839	0.66484091203096	-0.905606074886397	0.320881312440812	0.442760910490846	-0.0856217725215727	0.188394562226716	-0.112222101498846	-0.906642950328278	-0.202700679243212	-1.00848755993399	1.10035866641483	1.02886630451937	0.582518354608896	-2.8425005812021
ENSG00000143995	MEIS1	-0.696324703236837	1.01224355696444	2.04271202338675	1.32032591924067	-0.0163513862561226	-0.587598514662601	2.01328987972166	-1.55660043956401	-1.95702291731935	-1.42713991440059	1.89804120964352	1.79337146205736	-1.65309980152568	-1.83575675029435	-1.639873763745	-1.73893244069743	-1.49338792320818	-1.33946427400598	-0.136789323215264	-0.98775027393621	0.478691714601558	-0.29612640604836	-3.10282899207216	2.41233170954898	2.51090638307104	2.36364523920005	1.04509379934194	2.40843309462992	1.05289679316836	2.39895600292324	2.51090638307104	-0.436296764004365	-0.769406890383323	-0.517730071624274	-0.543166433471806	-1.84219949947154	1.859001646124	1.12008019182234	-1.98977922749576	-0.299150274651724	2.17619790659831	0.962022038632974	-1.71856967227579	1.84052354985179	0.330473494904273	-0.0802862909743327	0.579997874466778	0.970605179163767	0.380416425171336	-0.778882590642507	-0.29650405267694	2.50615828561457	2.27448785762542	-2.79418325297118
ENSG00000078018	MAP2	-0.627878205684613	-0.49680929722382	-1.42938805408487	1.29093916681085	0.581158120833163	1.12754352567655	-1.50918296011389	2.50504327503843	2.66387749972468	2.31728669609878	2.74561084219384	2.77441617755959	2.74877166197743	2.70625011677542	2.28072281322101	2.64515019506509	2.48031659228973	2.01625952576677	1.23003953675576	1.92503689643045	-0.612245383952385	-0.0121349462139346	-2.68930213859735	-0.708124478312638	-0.91856911018731	-0.994118847249479	-1.4981592195133	-0.264769078671798	-0.778269235377058	-0.106008613271439	-0.949967490369811	-1.47251817100652	-1.62819824096849	-1.53714867699794	-0.759084786482953	-2.03337231040202	0.954426127236709	-0.187332970690528	-2.09978231655921	0.577431633757296	-0.277001467493398	-0.820284404952117	2.11912500553787	-0.431032145828692	0.627806347512139	0.891180496674781	-1.67542099006734	-1.96093077996661	-1.24506549591094	-0.298584146268313	1.12583746555949	-1.07684520292872	-0.493954216440967	-2.69998254931973
ENSG00000144406	UNC80	-0.756079162959495	-0.767871344056062	0.568435155923872	-0.765011226400611	-0.764695948368179	-0.766091052807961	-0.439270865963982	1.64937172224588	2.48441756310356	1.90865024305632	4.56110335530132	4.68707099331931	2.8988854583254	2.94080751383604	1.66490036611225	2.28174104138472	2.36793430893854	1.49998321562157	0.907614587136728	1.53001904730068	-0.744681666771908	-0.780435426340777	-0.75902603301623	-0.76075693293121	-0.614893843825564	-0.349690016488416	-0.53419514228031	-0.590671918691381	-0.760565718757093	-0.691108042800894	0.113618939595226	-0.710719652677538	-0.767013600901689	-0.652591088123122	-0.733920190864595	-0.766082860836329	-0.696383402603553	-0.594070230742766	-0.776829983909808	-0.599160841355768	-0.14273401145325	-0.241704498270947	3.74918100492114	0.130670639819463	-0.674619323158329	-0.657842789617364	-0.598281169997771	-0.382027810796718	-0.413841736616715	2.32485980737815	-0.144948648082225	-0.605205892501084	-0.686188081751997	-0.778215839847534
ENSG00000181929	PRKAG1	0.38747472235742	0.0889180000772671	0.282926346257343	0.283069395998264	0.288148597360969	0.387892515061455	0.308714923594501	-0.955572212544612	-0.762080623707654	-0.911748844294094	-0.126691326859632	-0.0992458998705062	-0.495049131493148	-0.417112873933362	-1.12339257104129	-0.581536307017324	-0.80333614361815	-1.05490527772064	-0.517315994846141	-0.638997297602366	0.262972952855874	0.436909698310791	0.354354409885807	0.342090901311839	0.337119201307013	0.318744795371266	-0.0235831748951383	0.258640486167396	0.195641575158965	0.324117536293518	0.313583922718381	-0.179256253308754	-0.478517497380262	-0.549900177670506	-0.020503107297152	-1.00829714073054	-0.0140126238438703	0.0133572886074181	0.376480119856179	0.372635834960553	0.152919363342713	-1.05890643286693	0.312343600314394	0.204070021046953	0.305287611630197	0.382104451487548	-0.103507050276492	0.0329375231183021	-0.255468142304377	0.302657092348351	0.212620230744876	0.325898986698613	0.275798414710163	-0.673656850074539
ENSG00000167548	KMT2D	0.23131151949413	-0.0623182524329843	-0.164220484527484	0.245586818149143	0.232077084020476	0.303462936373064	0.269943197583717	-1.54341592607412	-1.23676817519417	-1.28424222782298	0.532403635362843	0.818049820041266	-0.644429366077251	-0.881975153063014	-1.34463890070663	-1.22148065595697	-1.20485263749125	-1.57417270341221	-1.06355822130823	-1.54863594092512	0.264570654093422	0.392490598924875	0.414575947121727	0.400132585181213	0.658576968292321	0.171133123390052	-0.0923633582043404	0.160511114199162	0.0703931503066893	0.143206957338803	0.746985545493559	-0.885455990775094	-1.23062353435411	-0.902803300057462	-0.627961262674115	-1.26410847640885	0.670780060499818	0.141987618097665	-0.0382778140528351	0.747276278169315	0.733240557938069	-0.607857338681236	0.564656576753086	0.325336363438019	0.548810676208681	0.672435759965152	0.381719844436354	0.630810302492099	-0.0468436719927435	0.582510515206609	1.00769973102646	1.02434730208608	0.296351016477519	-0.71644129137815
ENSG00000167550	RHEBL1	-0.0176529736672329	-0.300892918423874	-0.719940007916617	-0.472116319360411	-0.03068902926366	-0.559796454429243	-0.373473123969417	0.191297187675901	0.955933879648547	-0.646624559456527	1.05145306561175	0.982533450444656	1.58340479371091	1.73236117820376	-0.204808318348888	0.235311766810647	-0.654879759954143	-0.780563255388449	-0.361752575998903	-0.27951678830686	-0.192617294969827	0.191252333963289	2.89705764891095	0.0990853975237613	-0.118117897783229	-0.33542502061863	-0.288353182542916	-0.295700325765984	-0.398126421896129	-0.305339287875529	0.742407271800529	-0.735656095931241	-0.87988801578534	-0.683940353787247	-0.21641410957834	-0.915401581226732	0.589008823455877	-0.367167975700026	-0.993665489161374	1.78243469405011	-0.317718580412083	-1.07284431938985	-0.318172962414357	-0.346537255852504	0.702039740999658	0.646097742760706	0.322671201197568	1.31038521472888	-0.63275254306453	1.2901080944083	-0.0961273396490994	0.888139943020817	0.0351733909043302	-0.390103683905507
ENSG00000139549	DHH	0.333072408646594	0.185022389101405	-0.464186270652376	-0.223964409272514	0.688430258282723	-0.0700395969486411	0.275730538297658	-0.670169812575701	-0.698252506576282	-0.694156899641772	-0.477758444493226	-0.294413804874579	-0.628912050222785	-0.678376217829656	-0.643030939769759	-0.568801853046535	-0.697887472292568	-0.697044899460756	0.214808139277041	-0.54721206677917	0.266277543035023	-0.804587498544563	-0.831624917773809	-0.0689245729188504	0.220935420863681	-0.169429454634416	-0.268216156647999	0.201336591999753	-0.34837726494467	0.17597766434376	0.144692219239539	-0.228077692064954	-0.487699259822001	-0.576061890039089	0.123655519926065	-0.747946796767501	0.158865140583813	-0.244122987774389	-0.7087354335348	4.5899122501135	-0.208579640137292	-0.764509493164455	0.0719408673957927	0.000338973754089865	-0.292714098822425	-0.277446090692912	-0.13163553907367	-0.346660987372546	-0.395113530294452	4.34085044168367	-0.036860610759652	0.233734383758178	0.0480865937490755	-0.831737180239642
ENSG00000139636	LMBR1L	0.520737009537317	0.0933521179358724	0.234131821224888	0.550285935917968	0.363660883554297	0.456888409193562	0.664122252512175	-1.63678494990001	-1.33294682148651	-1.45339574643417	0.853507615954144	0.957807225977487	-0.614727826228593	-0.939777263969297	-1.45233683817842	-1.10715414368759	-1.2376519067241	-1.63714620245483	-1.06143074244789	-1.49333398603521	0.488109515297884	-0.167093677234695	-0.45077597811532	0.776588417539882	0.947527224619892	0.651528422945648	0.147014342162168	0.601817182405767	-0.0275322493542159	0.474550708119164	0.784088938401659	-0.8041804481295	-1.22442433460695	-0.374382442040344	-0.00905701980644613	-1.18998202631647	0.655841950869328	-0.112591134260278	-1.2820626519526	1.01466787895766	0.994271329570969	-1.32361325256777	1.04457988896538	0.758958309236964	0.180472342370445	0.315043148753905	0.459044203421901	0.804937135437561	-0.45290749431003	1.09004701663167	0.728278784048119	0.9604707755935	0.600591296195398	-0.254056409106527
ENSG00000123416	TUBA1B	0.0573628815339182	0.0572502053015003	0.0244181886923009	0.0573628815339182	0.0573628815339182	0.0573628815339182	0.0573628815339182	0.0343689264364187	0.0573628815339182	0.0117609226385825	0.0557489688101569	0.0573628815339182	0.0573628815339182	0.0573628815339182	0.0368756727911174	0.0491844240324838	-0.0436555249330855	-0.0197560060424064	0.0573628815339182	0.057178085536338	0.0573628815339182	0.0573628815339182	0.0573628815339182	0.0573628815339182	0.0573628815339182	0.0573628815339182	0.0573628815339182	0.0572943838174818	0.0573628815339182	0.0573628815339182	0.0573628815339182	0.0326849426201737	-0.15789552341222	-0.0840811929047153	-0.0220598939663046	-0.995811920413492	0.0570835330517485	0.0560626388924215	-0.2849972970381	0.0573628815339182	0.0573628815339182	-0.618683599370208	0.0573628815339182	0.0421036707710864	0.0559613878538115	0.0544092012165491	0.0544152697115341	0.0573628815339182	0.0368475181877892	0.0570988962689198	0.0563123234838119	0.0573628815339182	0.0573628815339182	-0.0230893174565747
