ensg	symbol	Adipose_Tissue	Adrenal_Gland	Bladder	Blood	Blood_Vessel	Brain	Breast	Cervix_Uteri	Colon	Esophagus	Fallopian_Tube	Heart	Kidney	Liver	Lung	Muscle	Nerve	Ovary	Pancreas	Pituitary	Prostate	Salivary_Gland	Skin	Small_Intestine	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina
ENSG00000150556	LYPD6B	0.165066895445668	0.1441200094725	2.18294879797917	0.466178991427222	0.165711763566456	0.66737287228937	1.42074108838002	0.921829661251417	0.320065774902926	0.610619540893707	2.2505835194408	0.0257293544055698	1.64840390144845	0.237549279102655	0.95440707791742	0.0319738284203534	0.0744466486390168	0.350736148696085	1.61540110382529	0.312164748313421	2.61072666795318	1.28311087562695	4.6109140575663	0.584058250284225	1.26763649768106	3.22602003790138	4.60897558256157	0.137190248073161	0.355215849593616	1.82098345747763
ENSG00000187123	LYPD6	0.920601586521404	0.0751006941949555	1.88027728384789	0.0196483363818462	0.608899384441633	2.05722601606733	1.58388027269807	0.921129033482101	1.27188447868782	0.913220249543317	1.07604965938591	0.329011076202406	0.539624503335174	0.16740331015099	0.487089884966848	0.0739715220492643	2.80641365219184	0.858753040318706	0.944901128425854	0.62405237978625	1.07181566951835	0.362402702720301	0.982402195598953	1.18612199487795	0.555159783603556	1.56158394346121	2.94328564655985	0.41146647596728	1.91141214261069	0.836919634818909
ENSG00000044524	EPHA3	2.70474352677551	0.447275041320904	3.48982880657441	0.0229764370486076	3.33898620890171	0.932025046969408	2.19086832201679	3.2171452662057	2.24462829777685	2.19345568985319	1.81542801803566	1.98228724386028	0.517533764099674	1.00485737448516	1.74666500926463	0.588637791782896	3.29772430872815	1.87837051665278	0.91766300257832	1.38007450222603	4.24027672837026	2.03197132349702	0.976800513950501	1.98398087822805	0.60912491426332	1.55669209761735	0.99657838305743	4.28669117463639	3.05399805334343	3.42846086657627
ENSG00000170017	ALCAM	3.25379485285793	3.53700127370365	4.9683368000777	2.87429777505484	5.46695198095269	4.50129764174161	4.31807620461231	4.28199826361848	4.28905296703769	3.88077346767923	4.80796923238563	2.02152018437989	3.26878649791475	4.31030179575556	5.57870681608277	0.675540253741126	5.12179615434561	5.2475479855369	4.22748365790318	5.03924656383484	5.02392147592006	5.28217111323874	4.58509339756481	4.20347349366168	3.14433761447429	4.85483273203539	2.84524068130216	5.5192039617176	3.81663745686908	3.68120219946526
ENSG00000095981	KCNK16	0.0100772891112375	0.00554757411812055	0.00506428401150895	0.00295259229917553	0.0622813541207746	0.0283253628927847	0.015022042033846	0.0101793027949687	0.0162571425069336	0.0159340795722783	0.0458272240311691	0.0145808016651046	0.0041164063783316	0.0120429753654461	0.120579193980419	0.00317278205100511	0.0150029809868667	0.0113511111196893	1.96738150777592	0.0679716615882592	0.0201179337116346	0.0058327371229669	0.00527042608182099	0.0574584353049968	0.0148607664006735	0.416440516270227	0.238704305952915	0.443347943538192	0.0238479831161139	0.00451338935868669
ENSG00000164627	KIF6	0.118717016832195	0.25224677526354	0.121003074686724	0.0570922979506579	0.237490010531381	1.08384343417289	0.153265875103054	0.245789353869856	0.137828912643982	0.297926859364964	0.787433669117407	0.0690424534883586	0.271338134177177	0.0829889554418336	0.5145525947317	0.0220482081249145	0.201989642645345	0.157135554202497	0.108254545301972	0.90857424654667	0.137000030279839	0.128226562340148	0.214611430351397	0.13735411204929	0.0841099031092127	0.171597675872092	1.75522385121058	0.502661788043208	0.150490241954195	0.0729245062203775
ENSG00000119514	GALNT12	2.58297395164881	1.76491485213362	4.25495394124486	0.972604109586237	1.95726785880727	1.79078837774359	2.49831777001924	3.07475909590389	5.04276089874698	4.34401557100455	2.65570525353119	0.746472304188758	1.74422935952871	0.266553192105985	3.48422822451098	0.470763222608048	2.61574492577652	0.793743573581867	2.97093236597064	2.6700799527026	2.60037550420721	4.66503374460803	2.35313385272044	4.50167095440131	1.90325087145436	4.88350226016592	2.98243119794956	4.37354183842836	2.14972693748946	3.06067212498725
ENSG00000204291	COL15A1	5.61688643764561	5.19798698125862	4.87875416335511	0.223817774789372	5.4937665798188	0.750910533379878	5.54547045524529	5.22767213463153	5.0609278277557	5.09190590106411	5.25021676121697	4.90030161916295	3.39024377919436	0.547587308759178	4.28967233030294	3.3077908016959	5.39557793310823	5.23230752807621	3.59206227082803	3.60497891591982	5.22540374362402	4.50275567160409	3.92072011067983	4.28165555427757	2.12749195814521	4.62540145923644	5.00731753920399	5.21488489653669	5.53802881016002	4.80679246666603
ENSG00000198879	SFMBT2	2.49428109032507	2.36675025702919	2.83873901683304	1.87616823145873	1.65468821644047	2.3758692295076	2.9615599846178	2.75729259930425	2.01275313076969	2.32572073230054	3.07625617998662	1.72947187664472	1.80413149277319	0.787936050558385	3.06831139097592	1.75822567501686	3.4134378669604	3.78801512486703	0.815147749492518	3.43557993186198	3.40345707723556	1.96155998741153	1.3759026512453	2.63921389401981	3.79486641644232	1.92916994604197	1.94039106416859	2.8728550207394	3.20734270147352	2.8528504964093
ENSG00000123243	ITIH5	5.49965252175266	0.892732397477045	5.45924606706916	0.112256800920506	5.07573591598436	2.88985574700056	5.17357558135455	4.3744677622877	4.94765024660747	4.24844527911932	3.6973683445574	2.42741870684897	3.52748499896157	0.61683152326213	4.22619542090386	2.48923065516809	4.82083519767906	3.79330420244684	2.12855263761867	2.67441392572058	4.72518113954083	2.92417053047676	2.45462809645469	4.2843456503622	1.02731414052784	4.11002177226892	3.33934275962447	4.94955503393445	4.61046788371344	3.96826396520309
ENSG00000100575	TIMM9	5.38157927333679	4.82056724475623	5.39687645532119	3.51522633257232	5.32497722818164	4.26439634265818	5.41277782091303	5.5194668451044	5.12314108189617	4.98890541550828	5.48013983081265	3.87256901194763	4.49116540037312	3.77107956029557	4.90928138834036	4.83668455388074	5.3670255352813	5.59507180348211	4.83706721379537	5.06971071426812	5.24885617508102	4.80410725509125	5.21866229345521	4.66887138362904	4.85852501280976	4.89788928657636	5.29107335624281	5.21045577401674	5.49451191131583	5.21332032169237
ENSG00000165617	DACT1	3.22194728966548	2.46783897435042	3.56108976254117	0.728320227173388	4.82953401670958	2.26453536563359	3.18737552334703	3.93992823951551	2.87351656396079	2.15341237959021	3.31927021132961	1.88799315601294	2.18044972685791	1.20271067330907	3.62521752574473	1.1302413623918	5.09863282688321	4.85451125833729	1.08193902397051	2.61079634731354	3.60621103556401	2.26774708752553	1.84202272859008	2.45897365830017	3.0387751302684	2.68307384598219	4.34515508215336	4.16438811042402	3.40894677096489	3.19713803462219
