ensg	symbol	8_pcw	9_pcw	12_pcw	13_pcw	16_pcw	17_pcw	19_pcw	21_pcw	24_pcw	26_pcw	37_pcw	4_mos	10_mos	1_yrs	2_yrs	3_yrs	4_yrs	8_yrs	11_yrs	13_yrs	15_yrs	18_yrs	19_yrs	21_yrs	23_yrs	30_yrs	36_yrs	37_yrs	40_yrs
ENSG00000003249	DBNDD1	4.01726449945443	4.26224921121714	4.51075459531511	4.36561346597769	4.83145394104378	4.9027100424132	5.10756144187225	4.77272502055319	5.15623513654012	3.83534560313886	4.51863631065093	4.51275238551528	4.93910156705072	4.8549095911591	3.75079457554407	4.54608513335681	4.69483092516525	4.95985550210005	4.6585122533087	5.33062578400266	4.52096501390804	4.61916867322178	5.20744340620952	4.55784885678	4.60154649202226	5.50336813230974	4.92604507916054	4.76938156199368	4.86688205926786
ENSG00000044524	EPHA3	3.81768043127211	3.73055298605344	2.97934161300447	3.21620609161602	4.16767168875144	3.73400071526378	2.79289787976739	3.33592695487823	3.70205196464208	2.02919739171698	1.39103944106069	1.61813776853827	1.52030685320651	2.15455813617863	0.586566203129999	0.935795979177211	0.931955053522289	1.31096618020194	1.55036048220058	1.14371196176949	1.48772879625476	0.703823562773859	1.31702541401027	1.44138403847107	1.05511211454213	1.05327789648897	1.16011959309413	1.37917374031059	1.0532765761827
ENSG00000073969	NSF	3.9960958928289	3.99840074335963	4.84037982557556	4.32600470186562	4.12707470746653	3.94411625270437	3.57545198649487	4.32927220010638	4.82023331990902	3.79469102384429	4.75186603539202	5.27452506006709	5.60896183173862	5.6724253419715	2.42155023504456	4.30492690164653	5.61986193720494	5.6724253419715	5.6724253419715	5.6011224568346	5.6724253419715	4.37456731802246	5.6724253419715	5.6724253419715	5.52910923312885	5.6724253419715	5.6724253419715	5.6724253419715	5.64502884068555
ENSG00000075399	VPS9D1	3.08723016768406	3.28410280285247	3.21913721959456	3.32324675898762	3.63240225081758	4.01801476839413	4.25094900827918	3.80870150857072	3.6208206811438	3.09486761047043	3.98847511477203	3.69211420418976	3.59849578796899	3.44693229310772	3.47872272109187	3.37934658173463	3.49117290494245	3.35415458194919	2.94451759598633	3.67676391302171	3.09325551897923	3.64882703518068	3.86899938991064	3.17457111415036	3.54385836852467	4.26711623126023	3.74644480209192	3.62516729547955	3.75949523831754
ENSG00000095981	KCNK16	0	0.00223888402693323	0	0	0.00302828097630265	0	0.00204505930365493	0	0.000919164955015977	0	0	0.00437274006429793	0.00104132115961893	0.0121108895519313	0	0.00302255162481716	0.00971596170939133	0.0191744300631797	0.00774787415378522	0.0110915739202331	0	0	0.00291363603730315	0	0	0.0229867424349965	0.0102588816041976	0.00474427398988631	0.00715907291470583
ENSG00000100575	TIMM9	3.87311624901545	3.65273610626343	3.7211298327047	3.62329787463869	3.32699132732916	3.47121514996313	3.69636794002526	3.31458566642178	3.50017508288961	3.20556365610384	3.59591081565581	3.18338951317914	2.95476242866447	2.81939606952517	2.54302031854472	2.83535333125865	4.15789532808783	3.15375017180621	3.3010615636615	2.78136130596887	3.37221018464276	2.98341660917623	2.87817806279089	3.01145275112521	2.97233495534759	2.68910000376906	2.86088015190688	3.09424113661425	3.74870317623485
ENSG00000100592	DAAM1	3.39622268283532	3.42603290874295	4.02207106932677	3.78936455134112	3.96134632952274	3.99974277653781	3.81970320717802	4.2824699052959	3.87762609803315	2.25260887832029	2.55426692350919	2.45300232747717	2.47721599199508	2.60706274840013	1.26246936385665	1.52246481337576	1.48345774827889	1.71342031407579	1.98790734236915	1.75248207328283	2.55699681528473	1.62007615524983	1.7513170997782	2.25405338717313	1.97484159761348	1.46777005526977	1.99621833062222	2.07206816838779	1.91828971710848
ENSG00000108379	WNT3	1.66304089938261	1.53713968909012	1.55745147739584	1.58838787466315	2.04479152393861	2.3164818734921	1.6840017729818	2.19656730431923	1.77719839153701	0.699320010646208	1.40828758392082	1.41351470194611	1.30054427011282	1.47102563269733	0.404970984019347	0.792011716676267	0.931767966509741	1.18800102569574	0.940956759163742	1.25995750016515	1.06666328222319	0.710220386872266	1.52849165026018	1.52785449925654	1.06135111587435	1.70572983074177	1.53204435320122	1.37636441628892	1.10945014707904
ENSG00000119514	GALNT12	0.864878066285456	0.58592104697472	0.401869261998001	0.350019409980798	0.5043666946323	0.657645801294265	0.545388587565863	0.630567177780668	0.358550028822861	0.34470190508532	0.783458047301645	0.523118967304583	0.566952235735017	0.432583139051884	0.486320097431067	0.509537767850635	0.699415274685132	0.488548131749777	0.54191926207651	0.610483721134076	0.93467236531297	0.675835974808221	0.602201279173951	0.607099694964625	0.547245552154814	0.667723015293635	0.776312808904942	0.951092964309954	0.698976858463042
ENSG00000120071	KANSL1	3.69739841018909	4.56717056188903	3.93622477629619	4.1073343943702	3.96227836386421	3.79719103959608	3.04526430767542	3.79140274934462	3.79292428380319	2.79004245449437	3.34662423534471	2.7455233402089	2.37708669556285	2.84806284186405	1.84747662512745	2.38463313628333	1.85477862436669	2.35033542456191	2.4978862473545	3.08945646146264	3.00122658627533	2.325449271296	3.09720653782037	2.78955497988148	2.85496088431261	3.01081939269472	3.26027867049216	3.18998371533243	2.27861522590357
