GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
1	rs12615999	2	149994571	rs13011264	2020-07-21	32193296	Grasby KL	2020-03-01	Science	www.ncbi.nlm.nih.gov/pubmed/32193296	The genetic architecture of the human cerebral cortex.	Cortical surface area	33,992 European ancestry individuals	14,727 European ancestry individuals, 2,943 individuals	2q23.2	NR	LYPD6B			ENSG00000150556	NA	NA	rs13011264-A	rs13011264	0	13011264	intron_variant	0	0.701	9E-13	12.0457574905607	(Superior Temporal)	15.017611	[10.9-19.14] unit decrease	Affymetrix, Illumina [NR]	N
1	rs12615999	2	149997299	rs12615999	2020-01-28	31676860	Zhao B	2019-11-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31676860	Genome-wide association analysis of 19,629 individuals identifies variants influencing regional brain volumes and refines their genetic co-architecture with cognitive and mental health traits.	Brain region volumes	19,629 British ancestry individuals	NA	2q23.2	NR	LYPD6B			ENSG00000150556	NA	NA	rs12615999-?	rs12615999	0	12615999	intron_variant	0	NR	9E-11	10.0457574905607	(right transverse temporal)	NA		NR [9227495] (imputed)	N
1	rs2017673	2	150007758	rs389020	2020-07-21	32193296	Grasby KL	2020-03-01	Science	www.ncbi.nlm.nih.gov/pubmed/32193296	The genetic architecture of the human cerebral cortex.	Cortical surface area	33,992 European ancestry individuals	14,727 European ancestry individuals, 2,943 individuals	2q23.2	NR	LYPD6B			ENSG00000150556	NA	NA	rs389020-A	rs389020	0	389020	intron_variant	0	0.6734	2E-13	12.698970004336	(Superior Temporal)	15.084094	[11.08-19.09] unit increase	Affymetrix, Illumina [NR]	N
1	rs12615999	2	150012936	rs2046268	2021-05-04	32963231	Hofer E	2020-09-22	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32963231	Genetic correlations and genome-wide associations of cortical structure in general population samples of 22,824 adults.	Cortical volume	22,824 European and African American ancestry individuals	NA	2q23.2	LYPD6B	LYPD6B			ENSG00000150556	NA	NA	rs2046268-?	rs2046268	0	2046268	intron_variant	0		3E-12	11.5228787452803	(Transverse temporal)	NA		Affymetrix, Illumina [NR] (imputed)	N
1	rs12615999	2	150012936	rs2046268	2021-05-04	32963231	Hofer E	2020-09-22	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32963231	Genetic correlations and genome-wide associations of cortical structure in general population samples of 22,824 adults.	Cortical surface area	18,617 European and African American ancestry individuals	22,363 European ancestry individuals	2q23.2	LYPD6B	LYPD6B			ENSG00000150556	NA	NA	rs2046268-?	rs2046268	0	2046268	intron_variant	0		2E-18	17.698970004336	(Transverse temporal)	NA		Affymetrix, Illumina [NR] (imputed)	N
1	rs11684511	2	150022681	rs13008194	2021-05-04	32963231	Hofer E	2020-09-22	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32963231	Genetic correlations and genome-wide associations of cortical structure in general population samples of 22,824 adults.	Cortical surface area	18,617 European and African American ancestry individuals	22,363 European ancestry individuals	2q23.2	LYPD6B	LYPD6B			ENSG00000150556	NA	NA	rs13008194-?	rs13008194	0	13008194	intron_variant	0		2E-16	15.698970004336	(Superior temporal)	NA		Affymetrix, Illumina [NR] (imputed)	N
1	rs11684511	2	150037201	rs11684511	2020-07-21	32193296	Grasby KL	2020-03-01	Science	www.ncbi.nlm.nih.gov/pubmed/32193296	The genetic architecture of the human cerebral cortex.	Cortical surface area	33,992 European ancestry individuals	14,727 European ancestry individuals, 2,943 individuals	2q23.2	NR	LYPD6B			ENSG00000150556	NA	NA	rs11684511-A	rs11684511	0	11684511	intron_variant	0	0.3872	1E-19	19	(Transverse Temporal)	2.6224527	[2.06-3.19] unit increase	Affymetrix, Illumina [NR]	N
1	rs11684511	2	150041846	rs4667347	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Cortical surface area (MOSTest)	26,502 European ancestry individuals	NA	2q23.2	AL162431.1, STX6, MR1, IER5	LYPD6B			ENSG00000150556	NA	NA	rs4667347-?	rs4667347	0	4667347	intron_variant	0		3E-12	11.5228787452803		NA		NR [7428630] (imputed)	N
1	rs11684511	2	150051681	rs8179684	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Brain morphology (MOSTest)	26,502 European ancestry individuals	NA	2q23.2	LYPD6B	LYPD6B			ENSG00000150556	NA	NA	rs8179684-?	rs8179684	0	8179684	intron_variant	0		5E-11	10.301029995664		NA		NR [7428630] (imputed)	N
1	rs11684511	2	150057799	rs11894489	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Brain morphology (min-P)	26,502 European ancestry individuals	NA	2q23.2	WLS	LYPD6B			ENSG00000150556	NA	NA	rs11894489-?	rs11894489	0	11894489	intron_variant	0		3E-13	12.5228787452803		NA		NR [7428630] (imputed)	N
1	rs11684511	2	150057799	rs11894489	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Cortical surface area (min-P)	26,502 European ancestry individuals	NA	2q23.2	CPT2, C1orf123, MAGOH, LRP8	LYPD6B			ENSG00000150556	NA	NA	rs11894489-?	rs11894489	0	11894489	intron_variant	0		7E-14	13.1549019599857		NA		NR [7428630] (imputed)	N
2	rs12636275	3	 89467357	rs11921985	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Cortical thickness (MOSTest)	26,502 European ancestry individuals	NA	3p11.1	NR	EPHA3			ENSG00000044524	NA	NA	rs11921985-?	rs11921985	0	11921985	intron_variant	0		3E-12	11.5228787452803		NA		NR [7428630] (imputed)	N
2	rs12636275	3	 89469453	rs7632502	2020-01-28	31676860	Zhao B	2019-11-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31676860	Genome-wide association analysis of 19,629 individuals identifies variants influencing regional brain volumes and refines their genetic co-architecture with cognitive and mental health traits.	Brain region volumes	19,629 British ancestry individuals	NA	3p11.1	NR	EPHA3			ENSG00000044524	NA	NA	rs7632502-?	rs7632502	0	7632502	intron_variant	0	NR	4E-9	8.39794000867204	(left inferior temporal)	NA		NR [9227495] (imputed)	N
2	rs12636275	3	 89489529	rs6771054	2018-10-17	30061737	Nielsen JB	2018-07-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30061737	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	Atrial fibrillation	60,620 European ancestry cases, 970,216 European ancestry controls	NA	3p11.1	EPHA3	EPHA3			ENSG00000044524	NA	NA	rs6771054-T	rs6771054	0	6771054	intron_variant	0	0.596	2E-11	10.698970004336		1.05	[1.03-1.06]	Illumina [34740186] (imputed)	N
