GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000186092	1	19091	120008	30	6	35986	-0.16423	0.56523	OR4F5
ENSG00000235249	1	317640	418634	1	1	35986	0.80937	0.20915	OR4F29
ENSG00000185097	1	571059	672053	9	4	35986	0.85828	0.19537	OR4F16
ENSG00000187634	1	810260	929955	391	43	35986	0.095176	0.46209	SAMD11
ENSG00000188976	1	829584	944689	426	46	35986	-0.10152	0.54043	NOC2L
ENSG00000187961	1	845967	951095	381	39	35986	-0.591	0.72274	KLHL17
ENSG00000187583	1	851877	961245	394	42	35986	-0.74092	0.77063	PLEKHN1
ENSG00000187642	1	860579	967497	385	41	35986	-0.72131	0.76464	C1orf170
ENSG00000188290	1	884342	985552	357	31	35986	-0.88423	0.81172	HES4
ENSG00000187608	1	898803	999920	344	27	35986	-0.77094	0.77963	ISG15
ENSG00000188157	1	905503	1041496	449	35	35986	-1.1038	0.86517	AGRN
ENSG00000237330	1	956346	1059687	354	28	35986	-1.0653	0.85662	RNF223
ENSG00000131591	1	967198	1101741	498	38	35986	-1.8614	0.96865	C1orf159
ENSG00000162571	1	1059264	1183315	589	44	35986	0.0020434	0.49918	TTLL10
ENSG00000186891	1	1088888	1192071	498	38	35986	0.45306	0.32525	TNFRSF18
ENSG00000186827	1	1096706	1199518	476	34	35986	0.7135	0.23777	TNFRSF4
ENSG00000078808	1	1102288	1217411	520	29	35986	0.68586	0.2464	SDF4
ENSG00000176022	1	1117629	1220421	453	27	35986	0.89787	0.18463	B3GALT6
ENSG00000184163	1	1127826	1232102	424	26	35986	0.99202	0.16059	FAM132A
ENSG00000160087	1	1139289	1259265	438	29	35986	0.81224	0.20833	UBE2J2
ENSG00000162572	1	1165816	1277409	358	28	35986	0.33872	0.36741	SCNN1D
ENSG00000131584	1	1177756	1294989	359	26	35986	0.27896	0.39014	ACAP3
ENSG00000169972	1	1193947	1297057	304	21	35986	-0.23095	0.59132	PUSL1
ENSG00000127054	1	1196965	1310071	395	24	35986	-0.19662	0.57794	CPSF3L
ENSG00000224051	1	1210136	1314277	389	26	35986	-0.29181	0.61478	GLTPD1
ENSG00000169962	1	1216694	1320686	378	23	35986	-0.26699	0.60526	TAS1R3
ENSG00000107404	1	1220656	1334730	388	22	35986	-0.39671	0.65421	DVL1
ENSG00000162576	1	1238069	1347157	366	19	35986	-0.40939	0.65887	MXRA8
ENSG00000175756	1	1259110	1360875	378	18	35986	-0.51216	0.69573	AURKAIP1
ENSG00000221978	1	1271091	1384708	400	21	35986	-0.60261	0.72662	CCNL2
ENSG00000224870	1	1284902	1387426	366	20	35986	-0.55771	0.71148	RP4-758J18.2
ENSG00000242485	1	1287288	1392693	386	22	35986	-0.61007	0.72909	MRPL20
ENSG00000235098	1	1303800	1407149	320	22	35986	-1.1914	0.88326	ANKRD65
ENSG00000205116	1	1311508	1413167	283	20	35986	-1.2704	0.89803	TMEM88B
ENSG00000179403	1	1320241	1428262	276	21	35986	-1.4191	0.92206	VWA1
ENSG00000215915	1	1335069	1455538	330	26	35986	-1.8911	0.97069	ATAD3C
ENSG00000160072	1	1357143	1483228	357	29	35986	-2.1404	0.98384	ATAD3B
ENSG00000197785	1	1397531	1520067	351	22	35986	-1.0861	0.86128	ATAD3A
ENSG00000205090	1	1420554	1525833	342	23	35986	-1.1626	0.8775	TMEM240
ENSG00000160075	1	1427053	1560249	420	33	35986	-0.73707	0.76946	SSU72
ENSG00000228594	1	1483392	1585476	283	29	35986	-0.16894	0.56708	C1orf233
ENSG00000197530	1	1500795	1615990	317	30	35986	-0.010468	0.50418	MIB2
ENSG00000189409	1	1517474	1620639	263	24	35986	0.22396	0.41139	MMP23B
ENSG00000248333	1	1520603	1640473	315	29	35986	-0.067073	0.52674	CDK11B
ENSG00000189339	1	1542939	1674167	387	33	35986	0.29741	0.38308	SLC35E2B
ENSG00000008128	1	1584169	1705766	379	26	35986	0.1826	0.42756	CDK11A
ENSG00000215790	1	1606277	1727431	349	21	35986	0.35507	0.36127	SLC35E2
ENSG00000008130	1	1632671	1761896	335	19	35986	0.34325	0.36571	NADK
ENSG00000078369	1	1666729	1872495	434	20	35986	0.56881	0.28474	GNB1
ENSG00000169885	1	1796266	1898735	306	17	35986	0.76762	0.22136	CALML6
ENSG00000178821	1	1799029	1900712	327	19	35986	1.0694	0.14245	TMEM52
ENSG00000142609	1	1803396	1985276	622	47	35986	1.4266	0.076842	C1orf222
ENSG00000187730	1	1900780	2012192	395	44	35986	1.9926	0.023153	GABRD
ENSG00000067606	1	1931909	2166834	686	49	35986	1.422	0.077512	PRKCZ
ENSG00000162585	1	2065903	2194159	310	26	35986	1.1631	0.1224	C1orf86
ENSG00000157933	1	2110134	2291558	576	64	35986	0.62022	0.26756	SKI
ENSG00000116151	1	2202692	2373146	661	88	35986	-0.070882	0.52825	MORN1
ENSG00000157916	1	2273267	2386883	443	66	35986	0.26796	0.39437	RER1
ENSG00000157911	1	2286236	2395236	411	64	35986	0.51785	0.30228	PEX10
ENSG00000149527	1	2307419	2486969	571	78	35986	0.727	0.23361	PLCH2
ENSG00000157881	1	2389972	2508039	343	40	35986	0.68052	0.24809	PANK4
ENSG00000197921	1	2410184	2511684	279	25	35986	0.66046	0.25448	HES5
ENSG00000157873	1	2437078	2546821	351	22	35986	0.75281	0.22578	TNFRSF14
ENSG00000157870	1	2467930	2572908	343	16	35986	0.70755	0.23961	FAM213B
ENSG00000142606	1	2472078	2614481	381	17	35986	0.77141	0.22023	MMEL1
ENSG00000215912	1	2517415	2768286	745	27	35986	0.66425	0.25327	TTC34
ENSG00000169717	1	2888046	2989465	335	11	35986	0.44874	0.32681	ACTRT2
ENSG00000142611	1	2935732	3405185	1757	166	35986	0.48298	0.31456	PRDM16
ENSG00000130762	1	3320990	3447677	507	51	35986	0.079851	0.46818	ARHGEF16
ENSG00000162591	1	3356484	3578059	852	99	35986	1.5243	0.063719	MEGF6
ENSG00000158109	1	3491566	3596691	432	57	35986	1.7377	0.041132	TPRG1L
ENSG00000116213	1	3497331	3619325	491	71	35986	2.3033	0.01063	WRAP73
ENSG00000078900	1	3519084	3702765	693	86	35986	1.701	0.044475	TP73
ENSG00000162592	1	3618962	3738209	501	52	35986	-0.89378	0.81428	CCDC27
ENSG00000235169	1	3639352	3742546	459	36	35986	-1.3954	0.91856	SMIM1
ENSG00000130764	1	3646784	3763068	567	32	35986	-1.4588	0.92769	LRRC47
ENSG00000116198	1	3678645	3823778	819	35	35986	-1.8625	0.96873	CEP104
ENSG00000169598	1	3723845	3851993	666	41	35986	-2.163	0.98473	DFFB
ENSG00000198912	1	3755689	3866857	476	44	35986	-2.1432	0.98395	C1orf174
ENSG00000196581	1	4664792	4902594	1080	108	35986	0.65716	0.25554	AJAP1
ENSG00000131697	1	5872871	6102533	811	42	35986	0.62557	0.2658	NPHP4
ENSG00000069424	1	6001526	6211253	698	67	35986	0.35228	0.36232	KCNAB2
ENSG00000116254	1	6111853	6290183	561	56	35986	-0.15327	0.56091	CHD5
ENSG00000116251	1	6191329	6319449	384	44	35986	0.26446	0.39571	RPL22
ENSG00000158286	1	6215535	6331359	303	33	35986	-0.13583	0.55402	RNF207
ENSG00000116237	1	6231253	6346032	286	35	35986	-0.39321	0.65292	ICMT
ENSG00000173673	1	6254252	6355638	250	38	35986	-0.08293	0.53305	HES3
ENSG00000158292	1	6257406	6371035	301	36	35986	-0.10053	0.54004	GPR153
ENSG00000097021	1	6274329	6504451	724	35	35986	-0.54696	0.7078	ACOT7
ENSG00000069812	1	6422478	6534730	337	18	35986	-0.40985	0.65904	HES2
ENSG00000187017	1	6434848	6571430	388	28	35986	1.0221	0.15337	ESPN
ENSG00000215788	1	6471211	6576255	290	28	35986	1.6231	0.052288	TNFRSF25
ENSG00000171680	1	6476152	6630121	430	30	35986	1.403	0.080312	PLEKHG5
ENSG00000162408	1	6531407	6664595	324	17	35986	1.6555	0.048911	NOL9
ENSG00000173662	1	6565241	6689817	294	19	35986	1.0509	0.14665	TAS1R1
ENSG00000204859	1	6590061	6699340	245	19	35986	0.82013	0.20607	ZBTB48
ENSG00000162413	1	6600784	6724667	286	21	35986	0.35331	0.36193	KLHL21
ENSG00000116273	1	6623745	6734093	222	24	35986	-0.18716	0.57423	PHF13
ENSG00000041988	1	6634926	6745646	222	22	35986	-0.41341	0.66035	THAP3
ENSG00000007923	1	6644228	6811984	391	22	35986	-0.017768	0.50709	DNAJC11
ENSG00000171735	1	6795384	7879766	3213	202	35986	-0.32558	0.62763	CAMTA1
ENSG00000049245	1	7781329	7891492	334	29	35986	1.0907	0.13771	VAMP3
