ensg	symbol	8_pcw	9_pcw	12_pcw	13_pcw	16_pcw	17_pcw	19_pcw	21_pcw	24_pcw	26_pcw	37_pcw	4_mos	10_mos	1_yrs	2_yrs	3_yrs	4_yrs	8_yrs	11_yrs	13_yrs	15_yrs	18_yrs	19_yrs	21_yrs	23_yrs	30_yrs	36_yrs	37_yrs	40_yrs
ENSG00000003249	DBNDD1	-0.678663916232522	-0.433679204469809	-0.185173820371835	-0.330314949709256	0.135525525356836	0.206781626726246	0.411633026185304	0.0767966048662366	0.460306720853173	-0.860582812548087	-0.177292105036024	-0.183176030171666	0.243173151363767	0.15898117547215	-0.945133840142879	-0.149843282330135	-0.00109749052170205	0.263927086413098	-0.0374161623782479	0.634697368315706	-0.174963401778905	-0.0767597424651727	0.511514990522573	-0.138079558906948	-0.0943819236646922	0.807439716622791	0.230116663473591	0.0734531463067343	0.170953643580915
ENSG00000044524	EPHA3	1.63909895727757	1.5519715120589	0.80076013900993	1.03762461762148	1.9890902147569	1.55541924126923	0.614316405772852	1.15734548088369	1.52347049064754	-0.149384082277568	-0.787542032933849	-0.560443705456276	-0.658274620788032	-0.0240233378159174	-1.59201527086454	-1.24278549481733	-1.24662642047225	-0.867615293792601	-0.628220991793959	-1.03486951222505	-0.690852677739782	-1.47475791122068	-0.861556059984275	-0.737197435523474	-1.12346935945242	-1.12530357750557	-1.01846188090042	-0.799407733683956	-1.12530489781184
ENSG00000073969	NSF	-0.867256063299814	-0.864951212769077	-0.0229721305531507	-0.53734725426309	-0.736277248662182	-0.919235703424338	-1.28789996963384	-0.534079756022329	-0.0431186362196871	-1.06866093228443	-0.111485920736695	0.411173103938378	0.745609875609909	0.809073385842785	-2.44180172108415	-0.558425054482179	0.756509981076235	0.809073385842785	0.809073385842785	0.737770500705894	0.809073385842785	-0.488784638106247	0.809073385842785	0.809073385842785	0.665757277000145	0.809073385842785	0.809073385842785	0.809073385842785	0.781676884556835
ENSG00000075399	VPS9D1	-0.457473575822686	-0.260600940654272	-0.325566523912181	-0.221456984519123	0.0876985073108352	0.473311024887392	0.706245264772443	0.263997765063975	0.0761169376370568	-0.449836133036316	0.44377137126529	0.147410460683016	0.0537920444622514	-0.0977714503990179	-0.0659810224148695	-0.165357161772116	-0.0535308385642963	-0.190549161557553	-0.600186147520417	0.132060169514967	-0.451448224527513	0.104123291673936	0.3242956464039	-0.370132629356385	-0.000845374982074043	0.722412487753491	0.201741058585175	0.0804635519728124	0.214791494810803
ENSG00000084693	AGBL5	0.764656927424685	0.688112311065406	0.324611692813673	0.262349123435199	0.451665546606297	0.522574623109724	0.434022687926703	0.243814960043207	0.469619808623806	-0.183615055217981	0.35141389905187	-0.0716230551056633	-0.394168813332415	-0.553755306007984	-0.759955374432058	-0.343371910501554	0.257603157315259	-0.0463499140303506	-0.415782299479494	-0.468728028640883	-0.577446138917123	-0.346862358312542	-0.371738820579106	-0.647009211764289	-0.514098478919016	-0.313901734985962	-0.391063833894918	-0.327270466488097	-0.12371118033099
ENSG00000084764	MAPRE3	-0.980897761177718	-1.22891541574881	-0.188395063958001	-0.127990334272227	-0.114512170278146	0.0464272938160111	0.264257602317722	0.179939397473099	0.112361031788486	-0.654474921056221	-0.199152969185105	0.183819255818176	0.343572640573073	0.356089179054078	-1.23546228255084	-0.130162831684905	0.302312008748948	0.358965134624509	0.324260764784896	0.338486102766708	0.362163908937939	-0.339935500939407	0.340433231762796	0.323186703916374	0.190261844047782	0.362163908937939	0.326797597561391	0.270436570086811	0.330322424181522
ENSG00000100575	TIMM9	0.595443576846046	0.375063434094026	0.443457160535301	0.345625202469287	0.0493186551597582	0.193542477793727	0.418695267855853	0.0369129942523732	0.222502410720209	-0.0721090160655595	0.318238143486405	-0.0942831589902621	-0.322910243504935	-0.458276602644238	-0.734652353624685	-0.442319340910755	0.880222655918426	-0.123922500363198	0.023388891492097	-0.49631136620053	0.0945375124733535	-0.294256062993173	-0.399494609378511	-0.266219921044192	-0.30533771682181	-0.588572668400343	-0.416792520262527	-0.183431535555153	0.471030504065446
ENSG00000100592	DAAM1	0.64137727613097	0.6711875020386	1.26722566262243	1.03451914463677	1.20650092281839	1.24489736983346	1.06485780047367	1.52762449859156	1.1227806913288	-0.502236528384059	-0.200578483195154	-0.301843079227174	-0.277629414709268	-0.147782658304214	-1.4923760428477	-1.23238059332859	-1.27138765842545	-1.04142509262856	-0.766938064335202	-1.00236333342152	-0.197848591419612	-1.13476925145452	-1.00352830692615	-0.50079201953122	-0.780003809090871	-1.28707535143458	-0.758627076082131	-0.682777238316561	-0.836555689595871
ENSG00000107902	LHPP	-1.58285129658506	-1.9363485329883	-1.58651920547869	-1.55594743192015	-1.56297035772771	-1.12622800987696	-0.560320489988479	-0.96528304661032	-0.898387598570266	0.290563635829368	0.448245732737038	0.684797908579676	0.266591630258246	0.207935555743838	1.80321905159879	1.41303063040625	1.39345451626143	1.07885410962079	0.66357669131382	1.09451307802023	0.838722710580397	1.90868244951307	1.12351400497583	0.387465084254448	1.52377036941951	1.73645004528057	0.719743570458485	0.92020380383698	1.10570872771423
ENSG00000108379	WNT3	0.217009291280995	0.0911080809885031	0.111419869294218	0.142356266561536	0.598759915836993	0.870450265390478	0.237970164880177	0.750535696217609	0.331166783435388	-0.746711597455411	-0.0377440241808026	-0.0325169061555048	-0.145487337988797	0.0249940245957091	-1.04106062408227	-0.654019891425352	-0.514263641591878	-0.258030582405878	-0.505074848937877	-0.186074107936472	-0.379368325878429	-0.735811221229352	0.082460042158565	0.0818228911549222	-0.384680492227273	0.259698222640156	0.0860127450996019	-0.0696671918126966	-0.336581461022576
