Category	GeneSet	N_genes	N_overlap	p	adjP	genes
DEG.up	Adipose_Tissue	1919	2	0.839807946227377	1	ENSG00000138080:ENSG00000123243
DEG.up	Adrenal_Gland	1549	0	1	1	
DEG.up	Bladder	843	5	0.0132278664500962	0.396835993502885	ENSG00000084693:ENSG00000138080:ENSG00000044524:ENSG00000119514:ENSG00000123243
DEG.up	Blood	2296	2	0.905314614850647	1	ENSG00000115163:ENSG00000187741
DEG.up	Blood_Vessel	2703	5	0.47753135335014	1	ENSG00000100592:ENSG00000165617:ENSG00000138080:ENSG00000044524:ENSG00000123243
DEG.up	Brain	3221	10	0.0390373358697126	1	ENSG00000138028:ENSG00000178773:ENSG00000120088:ENSG00000003249:ENSG00000157851:ENSG00000138030:ENSG00000107902:ENSG00000186868:ENSG00000073969:ENSG00000204991
DEG.up	Breast	1978	1	0.967470444559543	1	ENSG00000123243
DEG.up	Cervix_Uteri	3029	6	0.397283113260108	1	ENSG00000138080:ENSG00000044524:ENSG00000113391:ENSG00000120071:ENSG00000203791:ENSG00000158805
DEG.up	Colon	1580	4	0.271850081173662	1	ENSG00000138080:ENSG00000119514:ENSG00000123243:ENSG00000204991
DEG.up	Esophagus	1264	2	0.63082672737327	1	ENSG00000100592:ENSG00000119514
DEG.up	Fallopian_Tube	490	2	0.198039475753004	1	ENSG00000138080:ENSG00000163792
DEG.up	Heart	614	0	1	1	
DEG.up	Kidney	1363	3	0.401051707073549	1	ENSG00000015413:ENSG00000138030:ENSG00000260259
DEG.up	Liver	1536	3	0.478367062552584	1	ENSG00000138030:ENSG00000260259:ENSG00000108379
DEG.up	Lung	4262	2	0.995726246365257	1	ENSG00000138080:ENSG00000260259
DEG.up	Muscle	1143	3	0.299598149718721	1	ENSG00000003249:ENSG00000189319:ENSG00000186868
DEG.up	Nerve	5911	8	0.798941799303171	1	ENSG00000165617:ENSG00000044524:ENSG00000113391:ENSG00000189319:ENSG00000123243:ENSG00000107902:ENSG00000203791:ENSG00000158805
DEG.up	Ovary	5714	14	0.0838823248889798	1	ENSG00000084693:ENSG00000221819:ENSG00000138028:ENSG00000165617:ENSG00000140995:ENSG00000138080:ENSG00000189319:ENSG00000170820:ENSG00000141013:ENSG00000120071:ENSG00000258839:ENSG00000203791:ENSG00000163792:ENSG00000158805
DEG.up	Pancreas	747	1	0.718415101506687	1	ENSG00000015413
DEG.up	Pituitary	5188	14	0.0426390869729001	1	ENSG00000185324:ENSG00000177946:ENSG00000178773:ENSG00000120088:ENSG00000157851:ENSG00000141013:ENSG00000186868:ENSG00000258839:ENSG00000073969:ENSG00000260259:ENSG00000158792:ENSG00000167523:ENSG00000204991:ENSG00000075399
DEG.up	Prostate	3333	5	0.668997241345793	1	ENSG00000185324:ENSG00000138080:ENSG00000044524:ENSG00000123243:ENSG00000258839
DEG.up	Salivary_Gland	1899	2	0.835409920044391	1	ENSG00000138028:ENSG00000119514
