GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
1	rs2860911	2	 65965866	rs3752664	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Brain morphology (min-P)	26,502 European ancestry individuals	NA	2p14	ROR1	KRT18P33 - NA	ENSG00000214533			70995	NA	rs3752664-?	rs3752664	0	3752664	intron_variant	1		2E-8	7.69897000433602		NA		NR [7428630] (imputed)	N
1	rs2860911	2	 65965866	rs3752664	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Cortical surface area (min-P)	26,502 European ancestry individuals	NA	2p14	DMRTA2, FAF1, CDKN2C	KRT18P33 - NA	ENSG00000214533			70995	NA	rs3752664-?	rs3752664	0	3752664	intron_variant	1		5E-9	8.30102999566398		NA		NR [7428630] (imputed)	N
1	rs2860911	2	 65970437	rs7570841	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Cortical surface area (MOSTest)	26,502 European ancestry individuals	NA	2p14	PEAR1, LRRC71, ARHGEF11, ETV3L	KRT18P33 - NA	ENSG00000214533			75566	NA	rs7570841-?	rs7570841	0	7570841	intron_variant	1		1E-16	16		NA		NR [7428630] (imputed)	N
1	rs2860911	2	 65971597	rs2287283	2020-07-21	32193296	Grasby KL	2020-03-01	Science	www.ncbi.nlm.nih.gov/pubmed/32193296	The genetic architecture of the human cerebral cortex.	Cortical surface area	33,992 European ancestry individuals	14,727 European ancestry individuals, 2,943 individuals	2p14	NR	KRT18P33 - RBMS1	ENSG00000214533	ENSG00000153250		76726	94527688	rs2287283-T	rs2287283	0	2287283	intron_variant	1	0.6336	3E-13	12.5228787452803	(Pars Orbitalis)	2.965635	[2.17-3.76] unit increase	Affymetrix, Illumina [NR]	N
1	rs2860911	2	 65971846	rs7562708	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Brain morphology (MOSTest)	26,502 European ancestry individuals	NA	2p14	NR	KRT18P33 - NA	ENSG00000214533			76975	NA	rs7562708-?	rs7562708	0	7562708	intron_variant	1		2E-21	20.698970004336		NA		NR [7428630] (imputed)	N
1	rs2860911	2	 65976905	rs6546175	2019-10-23	31519223	Scepanovic P	2019-09-13	Microbiome	www.ncbi.nlm.nih.gov/pubmed/31519223	A comprehensive assessment of demographic, environmental, and host genetic associations with gut microbiome diversity in healthy individuals.	Gut microbiota (alpha diversity)	858 Metropolitan French ancestry individuals	NA	2p14	NR	KRT18P33 - NA	ENSG00000214533			82034	NA	rs6546175-?	rs6546175	0	6546175	intron_variant	1	NR	4E-7	6.39794000867204	(Richness)	13.3351	[8.21-18.46] unit decrease	Illumina [5293637] (imputed)	N
1	rs2860911	2	 65976905	rs6546175	2019-10-23	31519223	Scepanovic P	2019-09-13	Microbiome	www.ncbi.nlm.nih.gov/pubmed/31519223	A comprehensive assessment of demographic, environmental, and host genetic associations with gut microbiome diversity in healthy individuals.	Gut microbiota (alpha diversity)	858 Metropolitan French ancestry individuals	NA	2p14	NR	KRT18P33 - NA	ENSG00000214533			82034	NA	rs6546175-?	rs6546175	0	6546175	intron_variant	1	NR	3E-6	5.52287874528034	(ACE metric)	0.798651	[0.47-1.13] unit decrease	Illumina [5293637] (imputed)	N
1	rs2860911	2	 65983015	rs2860911	2020-01-28	31676860	Zhao B	2019-11-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31676860	Genome-wide association analysis of 19,629 individuals identifies variants influencing regional brain volumes and refines their genetic co-architecture with cognitive and mental health traits.	Brain region volumes	19,629 British ancestry individuals	NA	2p14	NR	KRT18P33 - NA	ENSG00000214533			88144	NA	rs2860911-?	rs2860911	0	2860911	intron_variant	1	NR	2E-9	8.69897000433602	(left inferior temporal)	NA		NR [9227495] (imputed)	N
1	rs2860911	2	 65984026	rs7600385	2020-01-28	31676860	Zhao B	2019-11-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31676860	Genome-wide association analysis of 19,629 individuals identifies variants influencing regional brain volumes and refines their genetic co-architecture with cognitive and mental health traits.	Brain region volumes	19,629 British ancestry individuals	NA	2p14	NR	KRT18P33 - NA	ENSG00000214533			89155	NA	rs7600385-?	rs7600385	0	7600385	intron_variant	1	NR	2E-8	7.69897000433602	(left rostral anterior cingulate)	NA		NR [9227495] (imputed)	N
1	rs2860911	2	 65999623	rs888278	2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Waist circumference adjusted for body mass index	219,872 British ancestry women	NA	2p14	AC074391.1					NA	NA	rs888278-G	rs888278	0	888278	intron_variant	1	NR	3E-9	8.52287874528034		0.017532	[0.012-0.023] unit increase	Affymetrix [321114] (imputed)	N
